no,gu,biz_type,project,jibun,stage_now,slug,cafe_id,bsns_pk,안전진단,안전진단_approx,정비구역지정,정비구역지정_approx,추진위,추진위_approx,조합설립,조합설립_approx,사업시행인가,사업시행인가_approx,관리처분,관리처분_approx,착공,착공_approx,준공,준공_approx
585,서초구,재건축,반포아파트(제3주구) 주택재건축정비사업 조합,반포동 1053,착공,banpo3,650900000071b08,11650-900000071,,,,,,20030901,,,,20170925,,20210714,20230304,,,
584,서초구,재건축,"반포주공1단지(1,2,4주구) 주택재건축정비사업 조합",반포동 810,착공,banpojk,650900000161f71,11650-900000161,,,,,,20111228,,20130910,,20170927,,20181203,,,,
583,서초구,재건축,방배15 재건축정비사업조합,방배동 528-3,조합설립인가,cleanup43-9,650900000231J16,11650-900000231,,,,,,20230406,,20231219,,,,,,,,
582,서초구,재건축,방배13구역 주택재건축정비사업조합,방배동 541-2,철거,bangbae13,650900000606g35,11650-900000606,,,,,,20151123,,20160729,,20170907,,20180903,,,,
581,서초구,가로주택정비,방배대우가로주택정비사업,방배동 562-1,조합설립인가,bangwoo3,650900000984R05,11650-900000984,,,,,,,,20220921,,,,,,,,
580,서초구,재건축,신성빌라 주택재건축정비사업조합,방배동 593-98,조합설립인가,sinseong,,,,,,,,,,,,,,,,,,
579,서초구,재건축,방배신삼호아파트 재건축정비사업조합,방배동 725,조합설립인가,bangbaesinsamho,650900000130Y69,11650-900000130,,,,,,20040514,,20190315,,,,,,,,
578,서초구,재건축,방배삼호아파트 주택재건축정비사업 조합설립추진위원회,방배동 758-4,추진위원회승인,bangbae-samho,650900000725z39,11650-900000725,,,,,,20211019,,,,,,,,,,
577,서초구,재건축,방배6구역 주택재건축 정비사업 조합,방배동 818-14,이전고시,bangbae6,650100002002Q20,11650-100002002,,,,,,20061017,,20150309,,20160630,,20171221,20220818,,20251125,
576,서초구,재개발(도시정비형),내방세권역활성화사업,방배동 872-11,추진위원회승인,naebang,650900001191u23,11650-900001191,,,,,,,,,,,,,,,,
575,서초구,재건축,방배7구역 주택재건축정비사업조합,방배동 891-3,사업시행인가,bangbae7,650100002001G44,11650-100002001,,,,,,20060504,,20210111,,20240625,,,,,,
574,서초구,재건축,방배5구역주택재건축정비사업조합,방배동 946-8,착공,bangbae5,650100002007w79,11650-100002007,,,,,,20041216,,20120510,,20130729,,20160713,20220728,,,
573,서초구,재건축,방배14구역 주택재건축정비사업조합,방배동 975-35,철거,bangbae14,650900000572o93,11650-900000572,,,,,,20150123,,20160425,,20170620,,20171228,,,,
572,서초구,가로주택정비,방배동 도구머리공원 방배빌라 등 가로주택정비사업,방배동 980-36,조합설립인가,bb98057,650900000951g85,11650-900000951,,,,,,,,,,,,,,,,
571,서초구,재건축,방배신동아아파트 재건축정비사업조합,방배동 988-1,착공,shindongaapt,650900000760S41,11650-900000760,,,,,,20200902,,20201231,,20220708,,20231012,,,,
570,서초구,재건축,방배3구역주택재건축정비사업조합,방배동 992-1,조합해산,bangbae3,650900000114E95,11650-900000114,,,,,,20091230,,20110830,,,,,20160701,,20181029,
569,서초구,재건축,서초중앙하이츠2구역 주택재건축정비사업조합,방배동 1000-3,사업시행인가,seochojh2,,,,,,,,,,,,,,,,,,
568,서초구,재건축,서초중앙하이츠1구역 주택재건축정비사업조합,방배동 1000-4,사업시행인가,seochojh1,,,,,,,,,,,,,,,,,,
567,서초구,재건축,임광3차아파트 재건축정비사업 조합설립추진위원회,방배동 1010-1,추진위원회승인,imgwang3,650900001379Z39,11650-900001379,,,,,,20260123,,,,,,,,,,
566,서초구,재건축,방배삼익아파트 주택재건축정비사업조합,방배동 1018-1,분양,bangbaesamick,650900000122L33,11650-900000122,,,,,,20090928,,20171204,,20190523,,20211216,20231121,,,
565,서초구,재건축,방배경남아파트 주택재건축정비사업조합,방배동 1028-1,조합청산,seoch8,650900000115n28,11650-900000115,,,,,,20091207,,20150216,,20160808,,20170920,20181031,,20210723,
564,서초구,재건축,방배대우효령아파트 주택재건축정비사업 조합설립추진위원회,방배동 1038,추진위원회승인,dwhr1038,650900001472n77,11650-900001472,,,,,,20260402,,,,,,,,,,
563,서초구,재건축,서초삼호1차아파트 주택재건축 정비사업조합,서초동 1310,이전고시,OI4yD42v,650100002011I13,11650-100002011,,,,,,20030821,,20031208,,,,20080416,20140924,,20170622,
562,서초구,재건축,서초진흥아파트 주택재건축정비사업조합,서초동 1315,조합설립인가,edqat05F,650900000072H13,11650-900000072,,,,,,20040518,,20200312,,,,,,,,
561,서초구,재건축,우성2차아파트 주택재건축정비사업조합,서초동 1331,조합해산,wooseongtwo,650900000119r61,11650-900000119,,,,,,20100625,,20100811,,,,,20150925,,20180124,
560,서초구,재건축,우성3차 주택재건축정비사업조합,서초동 1332-1,조합해산,wooseongthree,650900000121b62,11650-900000121,,,,,,20100706,,20101230,,,,20131210,20140922,,20161223,
559,서초구,재건축,서초신동아아파트 주택재건축정비사업조합,서초동 1334,분양,seochosindonga,650900000434a52,11650-900000434,,,,,,20121101,,20150410,,20170331,,20180515,20241230,,,
558,서초구,재건축,서초무지개아파트 재건축정비사업 조합,서초동 1335,조합청산,seochorainbow,650900000073w43,11650-900000073,,,,,,20060508,,20120622,,20150724,,20161025,20180716,,20210629,
557,서초구,재건축,서초우성1차아파트 재건축정비사업조합,서초동 1336,조합해산,wooseongone,650900000118s19,11650-900000118,,,,,,20030821,,20140605,,20150819,,20161129,20180115,,20200925,
556,서초구,지역주택,삼성홈스테이 지역주택조합,서초동 1478-12,,samsunghomestay,650900000901q42,11650-900000901,,,,,,,,,,,,,,,,
555,서초구,가로주택정비,남양연립주택재건축정비사업조합,서초동 1611-1,이전고시,namyang,650900000612V47,11650-900000612,,,,,,,,,,,,,,,,
554,서초구,가로주택정비,한신양재 가로주택정비사업조합,양재동 18-12,조합설립인가,garoyangjae,650900000637u11,11650-900000637,,,,,,,,,,,,,,,,
553,서초구,가로주택정비,"양재동 풍림, 현대빌라 가로주택정비사업조합",양재동 18-18,조합설립인가,phgaro,650900001161O46,11650-900001161,,,,,,,,,,,,,,,,
552,서초구,재건축,우면한라아파트 재건축정비사업 조합설립추진위원회,우면동 67,추진위원회승인,wmhalla,650900001508Z28,11650-900001508,,,,,,,,,,,,,,,,
551,서초구,재건축,신반포18차 337동 주택재건축정비사업조합,잠원동 49-17,준공인가,sinbanpo18cha337,650900000578F14,11650-900000578,,,,,,20150205,,20151218,,20190429,,20210114,20230109,,20260624,
550,서초구,재건축,신반포12차아파트 재건축정비사업조합,잠원동 50-5,관리처분인가,sinbanpo12,650900000605h56,11650-900000605,20140722,,,,,20150917,,20210420,,20240604,,20250922,,,,
549,서초구,재건축,신반포18차24차 주택재건축정비사업조합,잠원동 52,조합청산,hanshin18,650900000128X13,11650-900000128,,,,,,20100318,,20100518,,,,20150902,20161130,,20190621,
548,서초구,재건축,신반포13차 주택재건축정비사업 조합,잠원동 52-2,조합청산,shinbanpo13,650900000553y17,11650-900000553,,,,,,20140602,,20151007,,20170714,,20180417,20200422,,20230627,
547,서초구,리모델링,미주파스텔아아파트 리모델링주택조합,잠원동 54,,mijuremo2020,650900000904A12,11650-900000904,,,,,,,,,,,,,,,,
546,서초구,재건축,신반포16차아파트 주택재건축정비사업조합,잠원동 55-10,관리처분인가,sbanpo16,650900000649E76,11650-900000649,20160614,,,,,20170323,,20180221,,20231102,,,,,,
545,서초구,재건축,신반포27차아파트 주택재건축정비사업조합,잠원동 56-2,관리처분인가,sinbanpo27,650900000648l45,11650-900000648,,,,,,20170228,,20180626,,20230112,,20250923,,,,
544,서초구,재건축,잠원동 대림아파트 주택재건축 정비사업 조합,잠원동 57,조합청산,jwdaelim,650100002003h96,11650-100002003,,,,,,,,20061201,,,,,20130830,,,
543,서초구,재건축,신반포21차아파트 주택재건축정비사업조합,잠원동 59-10,준공인가,sinbanpo21,650900000631X25,11650-900000631,,,,,,20160929,,20170516,,20190814,,20210423,20220329,,20260605,
542,서초구,재건축,신반포4지구 재건축정비사업조합,잠원동 60-3,준공인가,hs4apt,650900000599M68,11650-900000599,,,,20131031,,20031124,,,,20171016,,20181203,20211028,,,
541,서초구,재건축,신반포20차아파트 주택재건축정비사업조합,잠원동 60-78,조합설립인가,sinbanpo20,650900000628L06,11650-900000628,,,,,,20160802,,20170627,,,,,,,,
540,서초구,재건축,신반포25차아파트주택재건축정비사업조합설립추진위원회,잠원동 61-1,추진위원회승인,sinbanpo25,,,,,,,,,,,,,,,,,,
539,서초구,재건축,신반포19차 25차(아) 재건축정비사업조합,잠원동 61-2,조합설립인가,shinbanpo19,650900000610y42,11650-900000610,,,,,,20150924,,20160831,,,,,,,,
538,서초구,재건축,신반포5차아파트 주택재건축정비사업 조합,잠원동 64-8,이전고시,W8N045i7,650100002008l65,11650-100002008,,,,,,,,20141113,,20050516,,,,,,
537,서초구,재건축,신반포7차아파트주택재건축정비사업조합,잠원동 65-32,조합설립인가,shinbanpo7,650900000608O06,11650-900000608,,,,,,20021224,,20150508,,,,,,,,
536,서초구,재건축,신반포22차아파트 주택재건축정비사업조합,잠원동 65-33,착공,shinbanpo22,650900000616f18,11650-900000616,,,,,,20160223,,20170406,,20170922,,20180413,20240422,,,
535,서초구,재건축,반포한양아파트 주택재건축정비사업조합,잠원동 66,조합청산,PJ82der7,650100002023E96,11650-100002023,,,,,,,,20010308,,20060707,,20100723,,,20180727,
534,서초구,재건축,신반포4차아파트 재건축정비사업조합,잠원동 70,조합설립인가,sinbanpo4,650900000560N91,11650-900000560,,,,,,20131217,,20191231,,,,,,,,
533,서초구,재건축,신반포2차아파트 재건축정비사업조합,잠원동 73,조합설립인가,sinbanpo2,650100002015F57,11650-100002015,,,,20230616,,20030901,,20201116,,,,,,,,
532,서초구,재건축,반포우성아파트 재건축 조합,잠원동 74-1,조합해산,banpowooseong,650900000486M83,11650-900000486,,,,,,,,20130708,,20051230,,20171117,20190827,,20220830,
531,서초구,재건축,신반포6차아파트 주택재건축정비사업 조합,잠원동 74-2,조합해산,XchC064Q,650100002009C14,11650-100002009,,,,,,,,20020201,,20050516,,20160829,20170815,,20200428,
530,서초구,재건축,신반포14차 주택재건축정비사업 조합,잠원동 74,조합해산,shinbanpo14,650900000437M66,11650-900000437,,,,,,20131105,,20160903,,20170911,,20180413,20191217,,20221228,
529,성동구,재개발(주택정비형),금호제15구역 주택재개발정비사업조합,금호동1가 280,조합청산,ZEIOld61,200100002006Y45,11200-100002006,,,,,,20040821,,20070126,,20070920,,20140227,20150529,,20180227,
528,성동구,재개발(주택정비형),금호제13구역 주택재개발정비사업조합,금호동2가 200,조합해산,kumho13,,,,,,,,,,,,,,,,,,
527,성동구,재개발(도시정비형),(가칭)금호동2가 421-1번지 일원 도시정비형 재개발정비사업,금호동2가 421-1,정비계획 수립,singumhosa2,200900001284h79,11200-900001284,,,,,,,,,,,,,,,,
526,성동구,재개발(주택정비형),금호제16구역주택재개발정비사업조합,금호동2가 501-31,관리처분인가,bxP5EfNQ,200100002007S89,11200-100002007,,,,,,20050930,,20080421,,20080422,,20240411,,,,
525,성동구,재개발(주택정비형),금호제17구역 주택재개발정비사업조합,금호동2가 566,조합청산,ZO2PM42g,,,,,,,,,,,,,,,,,,
524,성동구,재개발(도시정비형),(가칭)금호동2가 684번지 일원 도시정비형재개발정비사업,금호동2가 684,정비계획 수립,khd2g684,200900001217X59,11200-900001217,,,,,,,,,,,,,,,,
523,성동구,재개발(주택정비형),금호제19구역 주택재개발정비사업조합,금호동2가 900,조합해산,PL0Tvr4o,,,,,,,,,,,,,,,,,,
522,성동구,재개발(주택정비형),금호21구역 주택재개발정비사업,금호동3가 1,조합설립인가,gumho21,200900001086x45,11200-900001086,,,,20220825,,20231221,,20241018,,,,,,,,
521,성동구,재개발(주택정비형),금호제18구역주택재개발정비사업조합,금호동3가 632,이전고시,VDDWN5sC,,,,,,,,,,,,,,,,,,
520,성동구,재개발(주택정비형),금호제20구역 주택재개발정비사업 조합,금호동4가 56-1,조합해산,geumho20,200100002021N24,11200-100002021,,,,,,20060502,,20100601,,20071228,,20111124,20150828,,20180219,
519,성동구,재개발(주택정비형),금호제14-1구역 주택재개발정비사업조합,금호동4가 480,조합해산,kumho141,200100001002Z37,11200-100001002,,,,,,20070716,,20100128,,20140206,,20180329,,,,
518,성동구,재개발(주택정비형),금호제14구역 주택재개발정비사업조합,금호동4가 235,조합해산,OY42gEX7,,,,,,,,,,,,,,,,,,
517,성동구,재건축,마장세림아파트 주택재건축사업,마장동 784,조합설립인가,mserim,200900000943S28,11200-900000943,,,,,,20230220,,20231222,,,,,,,,
516,성동구,재개발(주택정비형),사근동 293번지 일대,사근동 293,정비구역지정,sageun293,200900001274d57,11200-900001274,,,,,,,,,,,,,,,,
515,성동구,재개발(주택정비형),왕십리뉴타운 제2구역 주택재개발정비사업조합,상왕십리동 12-37,조합해산,C77oUAZ4,,,,,,,,,,,,,,,,,,
514,성동구,재건축,경동연립 재건축정비사업 조합설립추진위원회,성수동1가 22-13,추진위원회승인,kyungdong,,,,,,,,,,,,,,,,,,
513,성동구,재건축,장미아파트 주택재건축정비사업 조합설립추진위원회,성수동1가 656-421,추진위원회승인,jangmy,,,,,,,,,,,,,,,,,,
512,성동구,재건축,장미아파트주택재건축정비사업,성수동1가 656-421,착공,kbret02,200900000718n44,11200-900000718,,,,,,,,,,20210722,,20220929,,,,
511,성동구,재건축,성수제1구역주택재건축정비사업조합,성수동1가 656-1267,조합설립인가,sungsu1,200100002023N53,11200-100002023,,,,,,20040115,,20200806,,,,,,,,
510,성동구,재개발(주택정비형),성수전략정비구역 제1 주택정비형 재개발정비사업조합,성수동1가 72-10,조합설립인가,seongsu,200100002009a28,11200-100002009,,,,,,20091027,,20170718,,,,,,,,
509,성동구,재개발(주택정비형),성수전략정비구역 제4지구 주택재개발정비사업조합,성수동2가 219-4,조합설립인가,seongsu4,200900000045h80,11200-900000045,,,,,,20091022,,20160725,,,,,,,,
508,강남구,재건축,개포주공3단지아파트 재건축정비사업 조합,개포동 138,조합해산,gaepo3,680100002007B38,11680-100002007,,,,,,20031114,,20130122,,20140522,,20150930,20160621,,20190829,
507,강남구,재건축,개포주공2단지 주택재건축정비사업조합,개포동 140,조합해산,gaepo22,680900001276m18,11680-900001276,,,,,,,,20160514,,,,,,,,
506,강남구,재건축,개포주공2단지 주택재건축정비사업조합,개포동 140,조합해산,gaepo2,680100002008V99,11680-100002008,,,,,,20031215,,20130624,,20140521,,20150204,20151229,,20190226,
505,강남구,재건축,"개포주공6,7단지아파트 재건축정비사업조합",개포동 185,사업시행인가,gaepo6_7,680900000688Q62,11680-900000688,,,,20160324,,20190212,,20210122,,20241111,,,,,,
504,강남구,재건축,개포주공5단지아파트 재건축정비사업 조합,개포동 187,관리처분인가,gaepo5,680900000683Y53,11680-900000683,,,,,,20190212,,20201201,,20231012,,20250929,,,,
503,강남구,재건축,개포주공4단지아파트 재건축정비사업 조합,개포동 189,준공인가,gaepofour,680100002009j14,11680-100002009,,,,,,20031218,,20131121,,20151130,,20170616,,,20230228,
502,강남구,재건축,개포 경남·우성3차·현대1차 통합 재건축정비사업,개포동 649,추진위원회승인,ruddngus,680900001390P37,11680-900001390,,,,,,20260428,,,,,,,,,,
501,강남구,재건축,개포현대2차아파트 재건축정비사업,개포동 654,추진위원회승인,gaepohd2,680900001389E54,11680-900001389,,,,,,20260311,,,,,,,,,,
500,강남구,소규모재건축,"개포현대2차아파트 200동,220동 소규모재건축사업조합",개포동 655,조합설립인가,hd200220,680900001464p70,11680-900001464,,,,,,,,,,,,,,,,
499,강남구,재건축,개포시영(아) 주택재건축정비사업조합,개포동 656,조합해산,K0HnsE0P,680100002012X19,11680-100002012,,,,,,20031215,,20130809,,20140620,,20160106,20170818,,20200928,
498,성동구,재개발(주택정비형),하왕제1-5구역주택재개발정비사업조합,하왕십리동 999,조합해산,foS7SDlo,200100002005M19,11200-100002005,,,,,,20070320,,20070831,,20080318,,20101014,20150605,,20170728,
497,성동구,재개발(주택정비형),행당제7구역 주택재개발정비사업조합,행당동 128,분양,Bfmv3f5Q,200100001001C94,11200-100001001,,,,,,20040305,,20120727,,20161229,,20190830,,,,
496,성동구,재개발(도시정비형),행당동248번지 일대 역세권활성화사업 도시정비형 재개발사업,행당동 248,추진위원회승인,haengdang248,200900001187i85,11200-900001187,,,,,,,,,,,,,,,,
495,성북구,재개발(주택정비형),길음2재정비촉진구역 주택재개발정비사업조합,길음동 498,조합해산,khtdHB3c,290100015000S45,11290-100015000,,,,,,20050829,,20090625,,20121029,,20140424,20150911,,20190228,
494,성북구,재개발(주택정비형),길음역세권재정비촉진구역 주택재개발정비사업조합,길음동 542-1,준공인가,gileumnt,290100014002H37,11290-100014002,,,,,,20040603,,20081112,,20100428,,20181011,20200603,,20240429,
493,성북구,재개발(주택정비형),길음제8구역 주택재개발정비사업조합,길음동 612-10,조합해산,jZ11fmt0,,,,,,,,,,,,,,,,,,
492,성북구,재개발(도시정비형),신길음1구역 재개발정비사업 조합,길음동 31-1,조합설립인가,shingilum1,290900000055D16,11290-900000055,,,,,,20080130,,20121101,,,,,,,,
491,성북구,재개발(주택정비형),돈암제5구역 주택재개발정비사업조합,돈암동 13-7,조합해산,donam5,,,,,,,,,,,,,,,,,,
490,성북구,재개발(주택정비형),돈암6구역 주택재개발정비사업조합,돈암동 48-29,사업시행인가,ae3G8kz7,290900000097V21,11290-900000097,,,,,,20140226,,20190930,,20250731,,,,,,
489,성북구,재개발(주택정비형),돈암·정릉구역 주택재개발정비사업 조합,돈암동 535-54,조합청산,FyZug0mX,290100001000e67,11290-100001000,,,,,,20060221,,20090123,,,,20120611,20131106,,20161229,
488,성북구,지역주택,돈암동역세권지역주택조합,돈암동 624,조합규약작성,donamstationarea,290900000896R01,11290-900000896,,,,,,,,,,,,,,,,
487,성북구,재개발(주택정비형),동선제2구역 주택재개발정비사업조합,동선동4가 304-2,착공,dongseon2,290100011002l44,11290-100011002,,,,,,20060303,,20120516,,20140228,,20190617,20260518,,,
486,성북구,재개발(주택정비형),동소문제2구역 주택재개발정비사업조합,동소문동2가 33,조합설립인가,dongsomoon2,290100009003q23,11290-100009003,,,,,,20060322,,20080317,,,,,,,,
485,성북구,재개발(주택정비형),보문제2구역 주택재개발정비사업조합,보문동1가 60-28,준공인가,bomun2,290100007001z25,11290-100007001,,,,,,20040906,,20080809,,20140317,,20160331,20190919,,20220330,
484,성북구,재개발(주택정비형),보문제5구역 주택재개발정비사업조합,보문동1가 196-11,착공,K9P2ZhIS,290100007003a23,11290-100007003,,,,,,20051021,,20100824,,20180712,,20200206,20230608,,,
483,성북구,재개발(주택정비형),보문제4구역 주택재개발정비사업조합,보문동3가 225,조합해산,K83R314G,,,,,,,,,,,,,,,,,,
482,성북구,재개발(주택정비형),보문제3구역 주택재개발정비사업조합,보문동6가 207,조합청산,bomun3,290100003003L29,11290-100003003,,,,,,20041007,,20070202,,20080509,,20110210,20140424,,20170118,
481,성북구,재개발(주택정비형),삼선제5구역 주택재개발정비사업조합,삼선동2가 296,분양,hp93vzk4,290100009002d66,11290-100009002,,,,,,20050604,,20100719,,20160714,,20180830,20221004,,,
480,성북구,재개발(주택정비형),석관제2구역 주택재개발정비사업조합,석관동 58-56,조합해산,seokgwan2,290100005000w49,11290-100005000,,,,,,20060221,,20120627,,,,20120217,20161101,,20190228,
479,성북구,재개발(주택정비형),석관4구역 주택정비형 재개발사업,석관동 62-1,추진위원회승인,seokgwan4,290900001181W88,11290-900001181,,,,,,20260429,,,,,,,,,,
478,성북구,가로주택정비,석관1-3구역 가로주택정비사업 조합,석관동 261-98,조합설립인가,seokgwan13,,,,,,,,,,,,,,,,,,
477,성북구,가로주택정비,석관1의7구역 가로주택정비사업조합,석관동 332-46,조합설립인가,seokgwan1-7,290900000924D00,11290-900000924,,,,,,,,20220224,,,,,,,,
476,성북구,가로주택정비,석관1의2구역 가로주택정비사업,석관동 332-113,조합설립인가,seokgwan1-2,290900001238r40,11290-900001238,,,,,,,,20240513,,,,,,,,
475,성북구,가로주택정비,석관1의8구역 가로주택정비사업조합,석관동 332-179,조합설립인가,seokgwan1-8,290900000968c39,11290-900000968,,,,,,,,20220824,,,,,,,,
474,성북구,가로주택정비,석관2의2구역 가로주택정비사업,석관동 332-336,조합설립인가,seokgwan2-2,290900001293j20,11290-900001293,,,,,,,,,,,,,,,,
473,성북구,가로주택정비,석관1의1구역 가로주택정비사업,석관동 334-69,조합설립인가,seokgwan1-1,290900000962y86,11290-900000962,,,,,,,,20220720,,,,,,,,
472,성북구,재개발(주택정비형),석관제3구역 주택재개발정비사업조합,석관동 338-540,조합해산,nDinXQkG,,,,,,,,,,,,,,,,,,
471,성북구,재개발(주택정비형),성북1구역 주택정비형 공공재개발 사업(LH),성북동 179-68,조합설립인가,tjdqnr1rndur,290100004001d07,11290-100004001,,,,,,20040730,,20250122,,,,,,,,
470,성북구,재개발(주택정비형),성북제2구역 주택재개발정비사업 조합,성북동 226,사업시행인가,seongbuk2,290900000159b32,11290-900000159,,,,,,20040913,,,,20240905,,,,,,
469,성북구,가로주택정비,성북동300-5번지일대 가로주택정비사업조합,성북동 300-5,조합설립인가,sbd3005,290900001089s53,11290-900001089,,,,,,,,20230419,,,,,,,,
468,성북구,가로주택정비,대광빌라 가로주택정비사업,안암동3가 54,조합설립인가,daegwang,290900000965r97,11290-900000965,,,,,,,,20220825,,,,,,,,
467,성북구,재개발(주택정비형),안암2구역 주택재개발 정비사업조합,안암동3가 132-17,이전고시,tIV92Zph,290100003002q85,11290-100003002,,,,,,20060105,,20160412,,20170112,,20200207,,,,
466,성북구,재건축,안암제1구역 주택재건축정비사업조합,안암동3가 136-1,조합설립인가,iyeyCW3b,290100011001f64,11290-100011001,,,,,,19980615,,19980615,,,,,,,,
465,성북구,재개발(주택정비형),장위제6구역 주택재개발정비사업조합,장위동 25-55,착공,jw6apt,290100016014y91,11290-100016014,,,,,,20050808,,20100624,,20150501,,20200708,20240320,,,
464,성북구,가로주택정비,장위11-3구역 가로주택정비사업 조합,장위동 65-107,조합설립인가,jangwi11and3,290900000812w90,11290-900000812,,,,,,,,20210122,,,,,,,,
463,성북구,가로주택정비,장위11의4구역 가로주택정비사업조합,장위동 66-146,조합설립인가,jangwi11-4,290900000971T25,11290-900000971,,,,,,,,20220824,,,,,,,,
462,성북구,재개발(도시정비형),돌곶이·상월곡역세권 장기전세주택 도시정비형재개발,장위동 66-300,추진위원회승인,jangwi11,290900001443Q15,11290-900001443,,,,,,,,,,,,,,,,
461,성북구,재개발(주택정비형),장위10구역 주택재개발정비사업조합,장위동 68-37,관리처분인가,jw10com,290100016010Z93,11290-100016010,,,,,,20080423,,20090727,,20130701,,20170727,,,,
460,성북구,가로주택정비,가칭)장위11-8구역 가로주택정비사업 준비위원회,장위동 68-274,추진위원회승인,jangwi118,290900000748o23,11290-900000748,,,,,,,,,,,,,,,,
459,성북구,가로주택정비,장위11-1구역 가로주택정비사업 조합,장위동 68-435,조합설립인가,jang111,290900000805P91,11290-900000805,,,,,,,,20201223,,,,,,,,
458,성북구,가로주택정비,장위11-2구역 가로주택정비사업 조합,장위동 68-833,사업시행인가,jang112,290900000806o89,11290-900000806,,,,,,,,20210609,,,,,,,,
457,성북구,재개발(주택정비형),장위8구역 공공재개발정비사업,장위동 85,조합설립인가,jangwi08,290900001226x55,11290-900001226,,,,,,,,20240429,,,,,,,,
456,성북구,재개발(주택정비형),장위5구역 주택재개발정비사업조합,장위동 173-114,조합해산,jw5apt,290100016011M46,11290-100016011,,,,,,20050512,,20090421,,20130408,,20141222,20170201,,20190927,
455,성북구,재개발(주택정비형),장위 7구역 주택재개발정비사업조합,장위동 189-3,조합해산,jw7apt,290100016001E06,11290-100016001,,,,,,20080506,,20090320,,20130110,,20160912,20180413,,20201230,
454,성북구,재개발(주택정비형),장위13-1구역(가칭) 주택재개발정비사업,장위동 219-90,추진위원회승인,wkddnl13-1,290900001432L89,11290-900001432,,,,,,20260602,,,,,,,,,,
453,성북구,가로주택정비,장위13의8구역 가로주택정비사업,장위동 219-114,조합설립인가,jang13-8,290900000963d35,11290-900000963,,,,,,,,20220714,,,,,,,,
452,성북구,가로주택정비,장위13-4구역 가로주택정비사업 조합,장위동 219-133,조합설립인가,jang134,290900000813J05,11290-900000813,,,,,,,,20201113,,,,,,,,
451,성북구,재개발(주택정비형),장위13-2구역 주택정비형 재개발사업,장위동 224-12,추진위원회승인,jangwi13-2,290900001431s73,11290-900001431,,,,,,20260602,,,,,,,,,,
450,성북구,가로주택정비,장위13-6 가로주택정비사업 조합,장위동 232-41,조합설립인가,jang136,290900000814C75,11290-900000814,,,,,,,,20210511,,,,,,,,
449,성북구,가로주택정비,장위13의9구역 가로주택정비사업,장위동 232-125,조합설립인가,jang139,290900000891K07,11290-900000891,,,,,,,,20210902,,,,,,,,
448,성북구,재개발(주택정비형),장위15구역 주택재개발정비사업조합,장위동 233-42,조합설립인가,jangwi15,290100016005W31,11290-100016005,,,,,,20100709,,20220328,,,,,,,,
447,성북구,재개발(주택정비형),장위14구역 주택재개발정비사업조합,장위동 233-552,조합설립인가,NYXi5tpV,290100016004z62,11290-100016004,,,,,,20080530,,20100526,,,,,,,,
446,성북구,재개발(주택정비형),장위9구역 주택정비형 공공재개발사업(LH),장위동 238-83,조합설립인가,wkddnl09,290900001228j07,11290-900001228,,,,,,,,20240110,,,,,,,,
445,성북구,재개발(주택정비형),장위 4구역 주택재개발정비사업조합,장위동 289,착공,JM5OA9h6,290100016009z05,11290-100016009,,,,,,20080422,,20090226,,20130619,,20170224,20210221,,,
444,성북구,재개발(주택정비형),장위3구역 주택재개발정비사업 조합,장위동 350,추진위원회승인,Y5NM9zK5,290900001373O75,11290-900001373,,,,,,20241202,,,,,,,,,,
443,성북구,재개발(주택정비형),정릉길음제9구역 주택재개발정비사업조합,정릉동 10,조합해산,K2AsO42I,,,,,,,,,,,,,,,,,,
442,성북구,재개발(주택정비형),길음5재정비촉진구역 주택재개발정비사업 조합,정릉동 175,조합설립인가,gileum5,290100023000d88,11290-100023000,,,,,,20100614,,20190819,,,,,,,,
441,성북구,가로주택정비,정릉동 218의1 가로주택정비사업 조합,정릉동 218-1,사업시행인가,jeongreung,290900000811h10,11290-900000811,,,,,,,,20200122,,20250725,,,,,,
440,성북구,가로주택정비,정릉동 223-1번지 일대 가로주택정비사업 조합,정릉동 223-1,조합설립인가,jung223-1,290900001407u75,11290-900001407,,,,,,,,,,,,,,,,
439,성북구,가로주택정비,정릉동 226-1번지 일대 가로주택정비사업 조합,정릉동 226-1,조합설립인가,jung226-1,290900001153U00,11290-900001153,,,,,,,,20230821,,,,,,,,
438,성북구,가로주택정비,정릉동 385-1번지 일대 가로주택정비사업 조합,정릉동 385-1,조합설립인가,sjung385,290900000982W19,11290-900000982,,,,,,,,20220824,,,,,,,,
437,성북구,지역주택,정릉역지역주택조합,정릉동 452-3,조합원 모집신고,jeongneungstation,290900000895Z73,11290-900000895,,,,,,,,,,,,,,,,
436,성북구,재건축,정릉7 주택재건축정비사업 조합,정릉동 506-159,사업시행인가,am2r6eWA,290100011000o98,11290-100011000,,,,,,20050331,,20051223,,20070510,,,,,,
435,성북구,재개발(주택정비형),정릉제10구역 주택재개발정비사업조합,정릉동 539-1,조합해산,mv8c1LWO,,,,,,,,,,,,,,,,,,
434,성북구,가로주택정비,정릉동 545-12번지 일대 가로주택정비사업,정릉동 545-12,조합설립인가,jeongneung545-12,,,,,,,,,,,,,,,,,,
433,성북구,가로주택정비,정릉동 545-12번지 일대 가로주택정비사업,정릉동 545-12,조합설립인가,jnd545-12,290900001107O22,11290-900001107,,,,,,,,20221216,,,,,,,,
