no,gu,biz_type,project,jibun,stage_now,slug,cafe_id,bsns_pk,안전진단,안전진단_approx,정비구역지정,정비구역지정_approx,추진위,추진위_approx,조합설립,조합설립_approx,사업시행인가,사업시행인가_approx,관리처분,관리처분_approx,착공,착공_approx,준공,준공_approx
741,동작구,재개발(주택정비형),노량진8재정비촉진구역 조합,대방동 23-61,분양,noryangjin8,590100009000r61,11590-100009000,,,,,,20100714,,20121206,,20180919,,20211229,,,,
740,동작구,재건축,동작1 주택재건축 조합,동작동 102,착공,dongjak1,590900000481R92,11590-900000481,,,,,,,,20130130,,20141120,,20160909,,,,
739,동작구,재개발(주택정비형),본동구역 주택정비형 공공재개발사업,본동 47,조합설립인가,bondongpublic,590900001437K10,11590-900001437,,,,,,,,,,,,,,,,
738,동작구,소규모재건축,극동강변소규모재건축정비사업조합,본동 148-2,조합설립인가,rmrehd156,590900001300d23,11590-900001300,,,,,,,,20250317,,,,,,,,
737,동작구,지역주택,한강 지역주택조합,본동 402-1,,hangangapt,590900001546k25,11590-900001546,,,,,,,,,,,,,,,,
736,동작구,재건축,사당3 주택재건축 정비사업조합,사당동 41-17,조합해산,sadang3,590900000112h21,11590-900000112,,,,,,20060904,,20131125,,20150303,,20161027,20181129,,20210629,
735,동작구,지역주택,(가칭)사당2동 지역주택조합 추진위원회,사당동 57-18,,sadang2dong,590900000863g20,11590-900000863,,,,,,,,,,,,,,,,
734,동작구,재개발(주택정비형),사당17구역 주택정비형 재개발사업,사당동 63-1,조합설립인가,sadang17,590900001422F96,11590-900001422,,,,,,20260107,,20260821,,,,,,,,
733,동작구,지역주택,사당3동 지역주택조합,사당동 155-4,조합원 모집신고,sdang2023,590900001099a69,11590-900001099,,,,,,,,,,,,,,,,
732,동작구,지역주택,(가칭)이수역지역주택조합 추진위원회,사당동 161-55,지구단위계획수립/건축심의/교통심의,isu1004,590900000856J84,11590-900000856,,,,,,,,,,,,,,,,
731,동작구,재건축,사당1 주택재건축정비사업 조합,사당동 167-19,조합청산,N1Kpva7A,590100001010K96,11590-100001010,,,,,,20070207,,20100812,,20111207,,,20171107,,20180423,
730,동작구,재건축,사당2 주택재건축 조합,사당동 181-360,조합해산,ij3VI4A4,590100002011Y68,11590-100002011,,,,,,20061109,,20120629,,20140113,,20150514,20161202,,20200226,
729,동작구,가로주택정비,사당동 192-1번지일대 신남성연립 가로주택정비사업조합,사당동 192-1,조합설립인가,sns619,590900000840l93,11590-900000840,,,,,,,,20210930,,,,,,,,
728,동작구,소규모재건축,사당동 인정아파트 소규모 재건축 정비사업,사당동 196,사업시행인가,s-injeong,590900000958C58,11590-900000958,,,,,,,,20220620,,20250620,,,,,,
727,동작구,가로주택정비,사당동 206대시 1번지 일원 가로주택정비사업,사당동 206-1,조합설립인가,sadang2061,590900001001F46,11590-900001001,,,,,,,,20210520,,,,,,,,
726,동작구,지역주택,(가칭)사당5동지역주택조합 추진위원회,사당동 217-15,조합원 모집신고,sadang05,590900000934G40,11590-900000934,,,,,,,,,,,,,,,,
725,동작구,지역주택,(가칭)사당3동 양지지역주택조합 추진위원회,사당동 220-70,조합원 모집신고,sd3yangji,590900001100o82,11590-900001100,,,,,,,,,,,,,,,,
724,동작구,지역주택,(가칭)남성역지역주택조합 추진위원회,사당동 235-81,지구단위계획수립/건축심의/교통심의,namsung0405,590900000936I96,11590-900000936,,,,,,,,,,,,,,,,
723,동작구,지역주택,(가칭)동작남성역지역주택조합,사당동 277-1,조합원 모집신고,djnamsung277,590900001219R84,11590-900001219,,,,,,,,,,,,,,,,
722,동작구,재개발(주택정비형),사당12구역 주택재개발정비사업 조합설립추진위원회,사당동 288,추진위원회승인,sadang12,590900001320r02,11590-900001320,,,,,,20260128,,,,,,,,,,
721,동작구,가로주택정비,사당4동 주민센터 일원 가로주택정비사업,사당동 300-8,조합설립인가,sadong4,590900001512N32,11590-900001512,,,,,,,,20250131,,,,,,,,
720,동작구,재건축,사당5주택재건축정비사업조합,사당동 303,사업시행인가,sadang5,590900000601b27,11590-900000601,,,,,,20171115,,20181121,,20240214,,,,,,
719,동작구,재개발(도시정비형),사당동 318-99번지일대 재개발정비사업,사당동 318-99,추진위원회승인,KKs5617,590900001445d97,11590-900001445,,,,,,20260224,,,,,,,,,,
718,동작구,지역주택,(가칭)이수지역주택조합 추진위원회,사당동 156-3,,isu777,590900000859t92,11590-900000859,,,,,,,,,,,,,,,,
717,동작구,재건축,상도대림아파트 주택재건축 조합,상도동 36-1,조합청산,aYriK4Ni,590100002000A19,11590-100002000,,,,,,,,20100820,,,,,20180525,,20181203,
716,동작구,지역주택,동작상도역지역주택조합,상도동 154-30,지구단위계획수립/건축심의/교통심의,highpalace2,590900000944j91,11590-900000944,,,,,,,,,,,,,,,,
715,동작구,지역주택,(가칭)상도메트로타운 지역주택조합 추진위원회,상도동 159-52,청산 및 조합해산,sd-centralplace,590900000858Y60,11590-900000858,,,,,,,,,,,,,,,,
714,동작구,지역주택,상도스타리움 지역주택조합,상도동 182-13,,starium2003,590900000860A08,11590-900000860,,,,,,,,,,,,,,,,
713,동작구,지역주택,(가칭)상도트인시아지역주택조합 추진위원회,상도동 194-27,조합원 모집신고,sd89580,590900001151j22,11590-900001151,,,,,,,,,,,,,,,,
712,동작구,지역주택,상도동 약수터지역주택조합 추진위원회,상도동 210-110,,sangdoyaksu,590900001011R01,11590-900001011,,,,,,,,,,,,,,,,
711,동작구,소규모재건축,대광연립 소규모주택재건축정비사업,상도동 211-447,관리처분인가,family,590900001079G31,11590-900001079,,,,,,,,20230823,,20221229,,20221229,,,,
710,동작구,재개발(주택정비형),상도16구역 주택정비형 재개발사업,상도동 214,추진위원회승인,tkdeh16,590900001479p18,11590-900001479,,,,,,20260429,,,,,,,,,,
709,동작구,재개발(주택정비형),상도14구역 주택정비형 재개발사업,상도동 244,조합설립인가,sangdo14,590900001381W49,11590-900001381,,,,,,,,,,,,,,,,
708,동작구,재개발(주택정비형),상도15구역 주택정비형 재개발사업,상도동 279,조합설립인가,sangdo15,590900001319C66,11590-900001319,,,,,,,,,,,,,,,,
707,동작구,지역주택,(가칭)상도3동 지역주택조합,상도동 356-159,조합원 모집신고,sangdo3,590900001082a38,11590-900001082,,,,,,,,,,,,,,,,
706,동작구,지역주택,장승배기역 지역주택조합,상도동 363-10,조합설립인가,jsbg3115,590900000857h40,11590-900000857,,,,,,,,,,,,,,,,
705,동작구,재개발(주택정비형),신대방3구역 주택정비형 재개발사업,신대방동 344-132,추진위원회승인,tlseoqkd3,590900001493l27,11590-900001493,,,,,,20260522,,,,,,,,,,
704,동작구,지역주택,(가칭)보라매센트럴 지역주택조합,신대방동 360-72,,boramaecentral,590900001012R79,11590-900001012,,,,,,,,,,,,,,,,
703,동작구,지역주택,(가칭)보라매지역주택조합,신대방동 364-190,조합창립총회,BORAMAEPARKCITY,590900001115z18,11590-900001115,,,,,,,,,,,,,,,,
702,동작구,재개발(도시정비형),신대방동 600번지 일대,신대방동 600,정비계획 수립,sindaebang600,590900001380Y14,11590-900001380,,,,,,,,,,,,,,,,
701,동작구,재개발(도시정비형),신대방역세권 재개발정비사업조합,신대방동 600-14,조합설립인가,sindaebang,590900000614l33,11590-900000614,,,,,,20201105,,20241118,,,,,,,,
700,동작구,재개발(주택정비형),흑석9재정비촉진구역 주택재개발정비사업,흑석동 90,착공,hsuck9,590100002005b55,11590-100002005,,,,,,20081128,,20130228,,20171127,,20191023,20250404,,,
699,동작구,재개발(도시정비형),흑석2재정비촉진구역 공공재개발정비사업(도시정비형),흑석동 99-3,추진위원회승인,blackstone2,590100007000C30,11590-100007000,,,,,,20090304,,,,,,,,,,
698,동작구,재개발(주택정비형),흑석7재정비촉진구역 주택재개발정비사업,흑석동 158,조합해산,g8cbTb2J,590100002008L92,11590-100002008,,,,,,20081128,,20081128,,20131217,,20150605,20160615,,20181123,
697,동작구,재개발(주택정비형),흑석10구역 주택정비형 재개발사업,흑석동 204-104,추진위원회승인,Heukseok10happy,590900001507t15,11590-900001507,,,,,,20260622,,,,,,,,,,
696,동작구,재개발(주택정비형),흑석8재정비촉진구역 주택재개발정비사업,흑석동 232,조합해산,oOJD6Ubw,590100002009p65,11590-100002009,,,,,,20050523,,20091216,,20140808,,20150616,20160520,,20181129,
695,동작구,재개발(주택정비형),흑석3재정비촉진구역 주택재개발정비사업,흑석동 253-89,조합해산,WVwiygc2,590100002006c88,11590-100002006,,,,,,20090629,,20100729,,20150612,,20170822,20191205,,,
694,동작구,재개발(주택정비형),흑석11재정비촉진구역 주택재개발정비사업조합,흑석동 304,철거,blackstone11,590900000557U51,11590-900000557,,,,,,20140728,,20151201,,20210318,,20220816,,,,
693,동작구,재개발(주택정비형),흑석1재정비촉진구역 재개발정비사업조합,흑석동 43-7,조합설립인가,Uknb2020,590100002004W63,11590-100002004,,,,,,20090116,,20220331,,,,,,,,
692,마포구,재개발(주택정비형),공덕8구역 주택정비형 재개발사업,공덕동 11-24,추진위원회승인,gongdeok,440900001076Q26,11440-900001076,,,,,,20260116,,,,,,,,,,
691,마포구,재건축,공덕1구역 주택재건축정비사업 조합,공덕동 105-84,착공,lpeorY03,440100001010f14,11440-100001010,,,,,,20060807,,20140328,,20170222,,20180416,20231023,,,
690,마포구,재개발(주택정비형),공덕7구역 주택정비형 재개발사업,공덕동 115-97,조합설립인가,rhdejr18,440900001094Z71,11440-900001094,,,,,,,,20260130,,,,,,,,
689,마포구,재개발(주택정비형),공덕6구역 주택재개발 정비사업,공덕동 119,사업시행인가,asHM6pbN,440100004008A81,11440-100004008,,,,,,20040720,,20210316,,,,,,,,
688,마포구,소규모재건축,공덕현대아파트 소규모재건축정비사업 조합,공덕동 370-9,사업시행인가,gdapt1028,440900000995V20,11440-900000995,,,,,,,,20221229,,,,,,,,
687,마포구,재개발(도시정비형),광흥창역세권(구수동) 도시정비형 재개발구역,구수동 16-1,정비계획 수립,ghc-gusu,440900001171E94,11440-900001171,,,,,,,,,,,,,,,,
686,마포구,재건축,도화우성아파트 재건축정비사업,도화동 82,정비계획 수립,dohwaws,440900001517p42,11440-900001517,,,,,,,,,,,,,,,,
685,마포구,재개발(도시정비형),마포로1구역 제5지구 도시정비형 재개발사업,도화동 544,추진위원회승인,mapo5street,,,,,,,,,,,,,,,,,,
684,마포구,재개발(주택정비형),마포로1구역 제10지구 도시정비형 재개발사업 조합,도화동 536,사업시행인가,mapo123,440900000735E42,11440-900000735,,,,,,20191022,,20200604,,20250403,,,,,,
683,마포구,재개발(도시정비형),마포로1구역 제25지구 도시정비형 재개발사업,마포동 136-1,추진위원회승인,mapo125,440900001544Y40,11440-900001544,,,,,,,,,,,,,,,,
682,마포구,재개발(도시정비형),마포로1구역 제23지구 도시정비형 재개발사업 조합,마포동 350,추진위원회승인,mapo123ghc,440900001205K07,11440-900001205,,,,,,,,,,,,,,,,
681,마포구,재개발(주택정비형),망원동 신속통합기획 후보지,망원동 416-53,정비계획 수립,mangwon41653,440900001303n53,11440-900001303,,,,,,,,,,,,,,,,
680,마포구,재건축,망원동438주택재건축정비사업조합,망원동 438-46,조합해산,mwd438,440900000603b36,11440-900000603,,,,,,,,20141118,,20090122,,20160909,20180601,,20190910,
679,마포구,가로주택정비,망원동 454-3 가로주택정비사업(신탁사업시행자방식),망원동 454-3,조합설립인가,mangwon454-3,440900000989h25,11440-900000989,,,,,,,,20220825,,,,,,,,
678,마포구,가로주택정비,망원동 456번지 가로주택정비사업,망원동 456-2,조합설립인가,mangwon456,440900001005m09,11440-900001005,,,,,,,,,,,,,,,,
677,마포구,재건축,망원1 주택재건축정비사업 조합,망원동 458-16,조합해산,CjN70HC9,440100001003e10,11440-100001003,,,,,,20060911,,20111102,,20120817,,,20160922,,20180831,
