complex_id,band,name,lawd_cd,price_now,pred_log5y,base_factor,bear_factor,bull_factor,market_scenario_log,tier,emd_lead_months,market_scenario_note,dist_center_km,model,status
6087,59,e편한세상센트레빌,41210,1045700000,0.0024,1.1496,1.0224,1.3384,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",6.14,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6087,84,e편한세상센트레빌,41210,1162700000,0.0203,1.1704,1.0409,1.3626,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",6.14,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
5415,59,e편한세상신곡파크비스타,41150,417900000,-0.1411,0.996,0.8858,1.1596,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.89,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
5415,74,e편한세상신곡파크비스타,41150,480000000,-0.1106,1.0268,0.9132,1.1954,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.89,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
5415,84,e편한세상신곡파크비스타,41150,540200000,-0.1095,1.0279,0.9142,1.1968,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.89,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6275,59,e편한세상지제역아파트,41220,379600000,-0.2054,0.934,0.8306,1.0874,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",36.48,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6275,74,e편한세상지제역아파트,41220,460900000,-0.1744,0.9634,0.8568,1.1216,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",36.48,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6275,84,e편한세상지제역아파트,41220,513200000,-0.1895,0.9489,0.8439,1.1047,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",36.48,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4277,59,가락쌍용1차,11710,1852000000,0.0696,1.2295,1.0935,1.4314,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.53,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4277,84,가락쌍용1차,11710,2052000000,0.0778,1.2397,1.1025,1.4433,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.53,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
7118,59,갈매6단지,41310,619100000,0.0176,1.1633,1.0305,1.3686,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",8.29,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
7118,74,갈매6단지,41310,687200000,-0.0266,1.1168,0.9932,1.3002,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",8.29,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
7118,84,갈매6단지,41310,726400000,-0.0126,1.1325,1.0072,1.3185,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",8.29,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
7119,84,갈매역 아이파크,41310,847400000,0.0176,1.1672,1.0381,1.3589,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",9.03,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4136,59,강남자곡힐스테이트아파트,11680,1405800000,0.0483,1.2037,1.0705,1.4013,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.06,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4136,74,강남자곡힐스테이트아파트,11680,1600000000,-0.0008,1.146,1.0192,1.3342,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.06,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4136,84,강남자곡힐스테이트아파트,11680,1625500000,0.0013,1.1484,1.0213,1.337,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.06,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4458,59,강동롯데캐슬퍼스트아파트,11740,1704000000,0.0605,1.2184,1.0836,1.4185,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.75,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4458,84,강동롯데캐슬퍼스트아파트,11740,1863000000,0.0874,1.2517,1.1132,1.4573,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.75,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4422,59,강동헤리티지자이,11740,1645000000,0.0936,1.2551,1.1119,1.4766,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.51,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
4422,74,강동헤리티지자이,11740,1870000000,0.0878,1.2479,1.1054,1.468,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.51,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
4422,84,강동헤리티지자이,11740,2100000000,0.0802,1.2384,1.0971,1.4569,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.51,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
3006,59,강서힐스테이트아파트,11500,1362000000,0.0131,1.1621,1.0335,1.3529,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",2.3,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3006,84,강서힐스테이트아파트,11500,1491000000,0.0576,1.2149,1.0805,1.4145,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",2.3,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3232,59,개봉한마을,11530,869100000,0.0995,1.2669,1.1267,1.4749,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",4.3,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3232,84,개봉한마을,11530,941800000,0.1104,1.2808,1.139,1.4911,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",4.3,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3246,59,개봉한진,11530,607500000,0.052,1.2081,1.0744,1.4065,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",5.77,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3246,84,개봉한진,11530,677750000,0.0633,1.2219,1.0867,1.4226,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",5.77,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4001,59,개포래미안포레스트,11680,2678000000,0.0965,1.2631,1.1233,1.4706,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.15,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4001,74,개포래미안포레스트,11680,2999000000,0.1191,1.292,1.149,1.5042,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.15,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4001,84,개포래미안포레스트,11680,3250000000,0.1115,1.2822,1.1403,1.4928,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.15,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3998,59,개포자이프레지던스,11680,2891000000,0.1937,1.392,1.2379,1.6206,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.38,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3998,74,개포자이프레지던스,11680,3535000000,0.1435,1.3194,1.1688,1.5522,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.38,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
3998,84,개포자이프레지던스,11680,3740500000,0.1407,1.3157,1.1655,1.5478,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.38,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
4015,59,개포주공6단지,11680,3115000000,0.1776,1.3698,1.2182,1.5948,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.6,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4015,74,개포주공6단지,11680,3641666667,0.2097,1.4148,1.2582,1.6484,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.6,D-jm-m3|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
4015,84,개포주공6단지,11680,3895000000,0.1471,1.3287,1.1817,1.5469,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.6,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4362,59,거여1단지,11710,1275000000,0.0105,1.159,1.0308,1.3494,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.38,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6544,59,건건이편한세상,41271,409600000,-0.0168,1.1278,1.003,1.3131,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.0,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6544,74,건건이편한세상,41271,449650000,-0.0211,1.123,0.9987,1.3074,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.0,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6544,84,건건이편한세상,41271,514500000,-0.0221,1.1219,0.9977,1.3061,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.0,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6611,59,경남아너스빌,41273,383500000,-0.0481,1.093,0.972,1.2725,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.03,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6611,74,경남아너스빌,41273,397000000,-0.0352,1.1035,0.9775,1.2982,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.03,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
6611,84,경남아너스빌,41273,444000000,-0.0437,1.0978,0.9763,1.2781,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.03,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4396,59,고덕 그라시움 아파트,11740,1921000000,0.0663,1.2255,1.0899,1.4267,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.32,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4396,74,고덕 그라시움 아파트,11740,2124000000,0.0461,1.201,1.0681,1.3982,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.32,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4396,84,고덕 그라시움 아파트,11740,2400000000,0.0709,1.2312,1.0949,1.4334,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.32,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4409,59,고덕 아르테온 아파트,11740,1806000000,0.0628,1.2213,1.0861,1.4218,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.65,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4409,84,고덕 아르테온 아파트,11740,2260500000,0.0651,1.2241,1.0886,1.4251,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.65,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6359,74,고덕국제신도시 제일풍경채아파트,41220,593100000,-0.1728,0.9616,0.8518,1.1312,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",32.81,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
6359,84,고덕국제신도시 제일풍경채아파트,41220,628800000,-0.1782,0.9565,0.8473,1.1252,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",32.81,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
6342,59,고덕국제신도시금호어울림,41220,386850000,-0.1366,0.997,0.8832,1.173,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",35.52,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
4411,59,고덕롯데캐슬베네루체,11740,1594000000,0.0427,1.1969,1.0644,1.3935,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.31,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4411,84,고덕롯데캐슬베네루체,11740,1798500000,0.0684,1.2281,1.0922,1.4298,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.31,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4414,59,고덕리엔파크3단지,11740,1090000000,0.1049,1.2737,1.1328,1.4829,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.55,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4414,84,고덕리엔파크3단지,11740,1296000000,0.1317,1.3083,1.1636,1.5232,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.55,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4410,59,고덕센트럴 아이파크,11740,1689000000,0.0523,1.2085,1.0748,1.407,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.32,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4410,74,고덕센트럴 아이파크,11740,1777000000,0.0377,1.191,1.0592,1.3866,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.32,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4410,84,고덕센트럴 아이파크,11740,1941900000,0.0489,1.2044,1.0711,1.4022,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.32,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4398,84,고덕아이파크아파트,11740,1984000000,0.0668,1.2262,1.0905,1.4275,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.22,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4407,59,고덕자이 아파트,11740,1717400000,0.0376,1.1909,1.0591,1.3864,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.19,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4407,74,고덕자이 아파트,11740,1782800000,0.0244,1.1753,1.0452,1.3683,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.19,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4407,84,고덕자이 아파트,11740,1936500000,0.0617,1.22,1.0849,1.4203,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.19,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4390,84,고덕주공9단지,11740,1738400000,0.1249,1.2995,1.1557,1.5129,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.42,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6433,59,고덕태평아파트,41220,126850000,0.0803,1.2425,1.1058,1.4467,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",36.93,D-jm-m3-jr-st|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
6433,84,고덕태평아파트,41220,177200000,0.0374,1.1903,1.0594,1.3859,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",36.93,D-jm-m3-jr-st|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
6432,59,고덕하늘채시그니처아파트,41220,269200000,-0.1164,1.0209,0.9079,1.1885,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",36.59,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6432,84,고덕하늘채시그니처아파트,41220,355900000,-0.168,0.9695,0.8622,1.1288,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",36.59,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6573,74,고잔3차푸르지오,41273,622800000,-0.0813,1.0574,0.9404,1.231,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.27,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6573,84,고잔3차푸르지오,41273,718700000,-0.0655,1.0742,0.9553,1.2506,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.27,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
6555,59,고잔롯데캐슬골드파크아파트,41273,557100000,-0.0691,1.0703,0.9519,1.2461,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.61,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
