emd_key,lawd_cd,emd,life_zone,tier,price_level_log_m2,n_level,n_complex
28177|숭의동,28177,숭의동,Z28177-숭의동,5,15.577193065782456,8,5
28177|용현동,28177,용현동,Z28177-학익동,7,15.194174530218474,39,26
28177|학익동,28177,학익동,Z28177-학익동,7,15.008405277117056,39,29
28177|도화동,28177,도화동,Z28177-주안동,6,15.506942922433645,22,15
28177|주안동,28177,주안동,Z28177-주안동,6,15.478883206463454,24,27
28177|관교동,28177,관교동,Z28185-동춘동,7,15.246266694617935,2,7
28185|옥련동,28185,옥련동,Z28177-학익동,7,15.183786413581487,30,19
28185|선학동,28185,선학동,Z28185-동춘동,7,15.122468176847644,5,12
28185|연수동,28185,연수동,Z28185-동춘동,7,15.18380742448615,14,27
28185|청학동,28185,청학동,Z28185-동춘동,6,15.280624869557156,4,9
28185|동춘동,28185,동춘동,Z28185-동춘동,6,15.482768041287201,29,28
28185|송도동,28185,송도동,Z28185-송도동,4,16.054984669250217,70,72
28200|구월동,28200,구월동,Z28177-주안동,5,15.620693047524469,29,24
28200|간석동,28200,간석동,Z28177-주안동,6,15.392676531468386,23,23
28200|만수동,28200,만수동,Z28200-만수동,7,15.186863339085965,25,43
28200|장수동,28200,장수동,P28200,,,0,2
28200|서창동,28200,서창동,Z28200-논현동,6,15.410006890400176,17,21
28200|남촌동,28200,남촌동,Z28185-동춘동,7,15.09842656463033,7,4
28200|도림동,28200,도림동,Z28200-논현동,7,15.205718436498174,4,4
28200|논현동,28200,논현동,Z28200-논현동,6,15.376158306228943,9,40
28237|부평동,28237,부평동,Z28237-부평동,5,15.71339465919015,34,24
28237|십정동,28237,십정동,Z28177-주안동,6,15.384679039156367,14,12
28237|산곡동,28237,산곡동,Z28237-산곡동,6,15.284591112703453,45,34
28237|청천동,28237,청천동,Z28237-산곡동,7,14.977561683643007,20,15
28237|삼산동,28237,삼산동,Z28237-부평동,5,15.590652389029467,22,23
28237|갈산동,28237,갈산동,Z28237-부평동,6,15.295385083038344,10,18
28237|부개동,28237,부개동,Z28237-부평동,6,15.543108082975044,27,24
28237|일신동,28237,일신동,P28237,,,0,2
28237|구산동,28237,구산동,Z28237-구산동,6,15.525180764366805,2,1
28245|효성동,28245,효성동,Z28245-작전동,7,15.105005535728372,37,28
28245|계산동,28245,계산동,Z28245-작전동,7,15.091517811253865,30,30
28245|작전동,28245,작전동,Z28245-작전동,7,15.154628917554675,39,36
28245|서운동,28245,서운동,Z28245-서운동,5,15.821363742986621,3,3
28245|용종동,28245,용종동,Z28245-용종동,5,15.774843727351728,5,6
28245|병방동,28245,병방동,Z28245-작전동,6,15.3935277664015,5,6
28245|방축동,28245,방축동,Z28245-방축동,5,15.788775408386238,2,3
28245|박촌동,28245,박촌동,Z28245-작전동,6,15.531979919737607,6,7
28245|동양동,28245,동양동,Z28245-동양동,6,15.422293126929755,2,6
28245|귤현동,28245,귤현동,Z28245-동양동,6,15.541562760620096,4,4
28245|이화동,28245,이화동,Z28245-이화동,,15.291417077773852,1,1
28245|오류동,28245,오류동,Z28245-오류동,7,15.107263716733184,2,1
28710|강화읍,28710,강화읍,Z28710-강화읍,7,14.895732560815166,4,3
28710|선원면,28710,선원면,Z28710-선원면,7,15.197516074105812,5,3
28720|영흥면,28720,영흥면,P28720,,,0,1
28125|만석동,28125,만석동,Z28125-만석동,7,15.108611142186218,5,2
28125|화수동,28125,화수동,Z28125-화수동,7,15.13698351286893,4,3
28125|송현동,28125,송현동,Z28125-송림동,8,14.837820951412226,8,9
28125|송림동,28125,송림동,Z28125-송림동,7,15.166697716669857,16,12
28125|항동7가,28125,항동7가,P28125,,,0,4
28125|신생동,28125,신생동,Z28177-학익동,7,14.987214101721424,2,1
28125|답동,28125,답동,P28125,,,0,1
28125|신흥동1가,28125,신흥동1가,Z28177-학익동,7,15.162926474248879,2,3
28125|신흥동2가,28125,신흥동2가,P28125,,,0,2
28125|신흥동3가,28125,신흥동3가,Z28177-학익동,7,15.01513643397766,2,3
28125|도원동,28125,도원동,Z28125-도원동,8,14.666362278965313,2,1
28125|북성동2가,28125,북성동2가,P28125,,,0,1
28125|송월동1가,28125,송월동1가,Z28125-송월동1가,8,14.604300487348874,2,1
28155|중산동,28155,중산동,Z28155-중산동,6,15.493941341885327,13,19
28155|운남동,28155,운남동,Z28155-운남동,6,15.483344856373247,7,9
28155|운서동,28155,운서동,Z28155-운서동,7,15.14619972170658,10,25
28275|검암동,28275,검암동,Z28275-검암동,6,15.462364294628767,8,11
28275|경서동,28275,경서동,Z28275-검암동,7,15.197558628202714,7,5
28275|공촌동,28275,공촌동,Z28275-검암동,7,14.977532594472951,2,2
28275|연희동,28275,연희동,Z28275-검암동,7,15.059733764911508,7,6
28275|심곡동,28275,심곡동,P28275,,,0,6
28275|가정동,28275,가정동,Z28275-가정동,5,15.805298732578585,26,24
28275|신현동,28275,신현동,Z28275-가정동,5,15.75030473107968,11,6
28275|석남동,28275,석남동,Z28237-산곡동,7,15.218975467440258,16,10
28275|가좌동,28275,가좌동,Z28237-산곡동,7,15.131600660410916,23,14
28275|청라동,28275,청라동,Z28275-청라동,4,15.904618071098538,17,47
28290|백석동,28290,백석동,Z28290-백석동,4,15.908236211793666,6,2
28290|마전동,28290,마전동,Z28290-마전동,7,15.061650033674354,42,32
28290|당하동,28290,당하동,Z28290-당하동,5,15.590848295884795,30,29
28290|원당동,28290,원당동,Z28290-원당동,4,15.956951850143692,16,16
28290|금곡동,28290,금곡동,Z28290-마전동,7,15.184150477672848,4,3
28290|오류동,28290,오류동,Z28290-마전동,7,15.24262691360442,3,5
28290|왕길동,28290,왕길동,Z28290-마전동,7,15.096806454223715,10,11
28290|불로동,28290,불로동,Z28290-마전동,7,15.044964799773897,24,16
11110|내수동,11110,내수동,P11110,,,0,4
11110|신문로2가,11110,신문로2가,P11110,,,0,1
11110|수송동,11110,수송동,P11110,,,0,1
11110|익선동,11110,익선동,P11110,,,0,1
11110|낙원동,11110,낙원동,P11110,,,0,1
11110|인의동,11110,인의동,Z11110-인의동,,16.235878686614704,1,1
11110|효제동,11110,효제동,P11110,,,0,1
11110|명륜2가,11110,명륜2가,Z11110-명륜2가,3,16.480702778631496,2,3
11110|창신동,11110,창신동,Z11140-황학동,3,16.206346339049684,7,4
11110|숭인동,11110,숭인동,Z11140-황학동,3,16.37862673434415,7,4
11110|평동,11110,평동,Z11440-공덕동,1,17.166875565878552,3,1
11110|홍파동,11110,홍파동,Z11110-홍파동,1,17.319362093686514,3,1
11110|교북동,11110,교북동,P11110,,,0,1
11110|행촌동,11110,행촌동,P11110,,,0,1
11110|구기동,11110,구기동,P11110,,,0,2
11110|평창동,11110,평창동,Z11110-평창동,4,16.187370928552753,2,5
11110|무악동,11110,무악동,Z11440-창전동,2,16.57342744108826,5,4
11140|회현동1가,11140,회현동1가,P11140,,,0,2
11140|회현동2가,11140,회현동2가,P11140,,,0,1
11140|충무로4가,11140,충무로4가,Z11140-충무로4가,,16.507560417720043,1,2
11140|충무로5가,11140,충무로5가,P11140,,,0,1
11140|인현동2가,11140,인현동2가,P11140,,,0,2
11140|묵정동,11140,묵정동,Z11140-묵정동,,15.960053227319447,1,2
11140|오장동,11140,오장동,P11140,,,0,1
11140|입정동,11140,입정동,Z11140-입정동,1,17.032920576474414,2,2
11140|신당동,11140,신당동,Z11200-행당동,2,16.62444699432939,11,16
11140|흥인동,11140,흥인동,P11140,,,0,1
11140|황학동,11140,황학동,Z11140-황학동,3,16.34191901203055,2,4
11140|정동,11140,정동,P11140,,,0,1
11140|순화동,11140,순화동,Z11140-순화동,2,16.728232572070453,2,2
11140|중림동,11140,중림동,Z11440-공덕동,2,16.711159372961284,3,4
11140|만리동1가,11140,만리동1가,P11140,,,0,1
11140|만리동2가,11140,만리동2가,Z11440-공덕동,1,16.958995536865864,5,2
11170|후암동,11170,후암동,P11170,,,0,1
11170|동자동,11170,동자동,P11170,,,0,1
11170|원효로1가,11170,원효로1가,Z11440-공덕동,2,16.815697181867645,3,2
11170|신창동,11170,신창동,Z11170-신창동,2,16.55374908788025,2,1
11170|산천동,11170,산천동,Z11440-공덕동,2,16.7029016877223,3,3
11170|청암동,11170,청암동,P11170,,,0,2
11170|원효로4가,11170,원효로4가,Z11590-상도동,2,16.597346929125717,5,3
11170|효창동,11170,효창동,Z11440-공덕동,2,16.90395812105609,8,5
11170|도원동,11170,도원동,Z11440-공덕동,2,16.77271567968984,2,2
11170|용문동,11170,용문동,P11170,,,0,1
11170|문배동,11170,문배동,Z11440-공덕동,2,16.676007859732934,6,5
11170|신계동,11170,신계동,Z11440-공덕동,1,17.09220599651679,2,1
11170|한강로1가,11170,한강로1가,P11170,,,0,2
11170|한강로2가,11170,한강로2가,Z11170-한강로2가,,16.863428584688837,1,5
11170|용산동5가,11170,용산동5가,P11170,,,0,1
11170|한강로3가,11170,한강로3가,Z11440-공덕동,1,16.944109177016415,2,7
11170|이촌동,11170,이촌동,Z11170-이촌동,1,17.227507369777666,16,20
11170|이태원동,11170,이태원동,Z11170-이태원동,1,17.00101286368778,2,2
11170|한남동,11170,한남동,Z11170-한남동,1,16.95462141436361,5,8
11170|동빙고동,11170,동빙고동,P11170,,,0,1
11170|서빙고동,11170,서빙고동,P11170,,,0,3
11170|보광동,11170,보광동,Z11170-보광동,,17.630734180036626,1,2
11200|상왕십리동,11200,상왕십리동,P11200,,,0,2
