bnhhSe,cddcCode,cddcNm,changeDate,creatDate,edcSport,edcSportNm,fondDate,fondType,insttCode,insttNm,latitude,lnmadr,longitude,operSttus,rdnmadr,referenceDate,schoolId,schoolNm,schoolSe
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7021000,서울특별시동부교육지원청,2007-05-31,공립,B554398,한국교육시설안전원,37.61523231,서울특별시 중랑구 묵동 23,127.0855078,운영,서울특별시 중랑구 숙선옹주로 82,2026-03-20,B000013458,원묵고등학교,고등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7021000,서울특별시동부교육지원청,1942-04-08,공립,B554398,한국교육시설안전원,37.57473031,서울특별시 동대문구 전농동 298,127.0543331,운영,서울특별시 동대문구 사가정로 66,2026-03-20,B000001850,서울전농초등학교,초등학교
본교,7801000,강원특별자치도교육청,2025-10-25,2013-11-29,7902000,강원특별자치도영월교육지원청,1982-03-05,공립,B554398,한국교육시설안전원,37.18162818,강원특별자치도 영월군 영월읍 덕포리 374,128.4858655,운영,강원특별자치도 영월군 영월읍 중리1길 172-17,2026-03-20,B000009833,봉래중학교,중학교
본교,7480000,울산광역시교육청,2025-10-25,2013-11-29,7501000,울산광역시강남교육지원청,1988-03-01,사립,B554398,한국교육시설안전원,35.54258944,울산광역시 남구 옥동 910-1,129.2681645,운영,울산광역시 남구 남부순환도로 107,2026-03-20,B000012405,울산제일고등학교,고등학교
본교,7480000,울산광역시교육청,2025-10-25,2013-11-29,7501000,울산광역시강남교육지원청,1972-03-11,공립,B554398,한국교육시설안전원,35.54114344,울산광역시 남구 신정동 592-2,129.3155287,운영,울산광역시 남구 돋질로91번길 34,2026-03-20,B000003548,울산중앙초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7591000,경기도광명교육지원청,1983-03-01,공립,B554398,한국교육시설안전원,37.47030832,경기도 광명시 철산동 558,126.8753237,운영,경기도 광명시 철망산로 71,2026-03-20,B000009467,철산중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7591000,경기도광명교육지원청,1982-09-11,공립,B554398,한국교육시설안전원,37.46979433,경기도 광명시 철산동 555,126.8745934,운영,경기도 광명시 하안로 392,2026-03-20,B000004278,철산초등학교,초등학교
본교,9290000,제주특별자치도교육청,2025-10-25,2013-11-29,9296000,제주특별자치도제주시교육지원청,1968-03-02,공립,B554398,한국교육시설안전원,33.50907824,제주특별자치도 제주시 일도이동 1038-1,126.5294157,운영,제주특별자치도 제주시 삼성로9길 27,2026-03-20,B000007996,일도초등학교,초등학교
본교,7801000,강원특별자치도교육청,2025-10-25,2013-11-29,7972000,강원특별자치도고성교육지원청,1958-05-25,공립,B554398,한국교육시설안전원,38.3782834,강원특별자치도 고성군 간성읍 상리 361,128.4610029,운영,강원특별자치도 고성군 간성읍 수성로 125,2026-03-20,B000012840,고성고등학교,고등학교
본교,7150000,부산광역시교육청,2025-10-25,2013-11-29,7171000,부산광역시서부교육지원청,1978-03-27,국립,B554398,한국교육시설안전원,35.0741905,부산광역시 영도구 동삼동 1167,129.0770175,운영,부산광역시 영도구 해양로 425,2026-03-20,B000011808,부산해사고등학교,고등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8791000,경상북도안동교육지원청,1981-12-08,공립,B554398,한국교육시설안전원,36.56259417,경상북도 안동시 당북동 333-1,128.7180369,운영,경상북도 안동시 안기천로 58,2026-03-20,B000010756,복주여자중학교,중학교
본교,9290000,제주특별자치도교육청,2025-10-25,2013-11-29,9299000,제주특별자치도서귀포시교육지원청,1937-09-01,공립,B554398,한국교육시설안전원,33.38427482,제주특별자치도 서귀포시 표선면 성읍리 1002,126.7985093,운영,제주특별자치도 서귀포시 표선면 성읍민속로 65,2026-03-20,B000008074,성읍초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7251000,대구광역시동부교육지원청,1970-09-01,공립,B554398,한국교육시설안전원,35.87827471,대구광역시 동구 신암동 487,128.6150277,운영,대구광역시 동구 송라로 123,2026-03-20,B000002758,대구동신초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7261000,대구광역시서부교육지원청,1954-04-01,공립,B554398,한국교육시설안전원,35.86971383,대구광역시 서구 이현동 48-60,128.5454392,운영,대구광역시 서구 국채보상로 135,2026-03-20,B000002816,대구중리초등학교,초등학교
본교,7801000,강원특별자치도교육청,2025-10-25,2013-11-29,7912000,강원특별자치도평창교육지원청,1954-02-02,공립,B554398,한국교육시설안전원,37.59256373,강원특별자치도 평창군 용평면 장평리 404-1,128.4107169,운영,강원특별자치도 평창군 용평면 갈정지길 35-43,2026-03-20,B000005115,장평초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7081300,서울특별시강서양천교육지원청,1992-11-05,공립,B554398,한국교육시설안전원,37.55780477,서울특별시 강서구 마곡동 749-2,126.8226104,운영,서울특별시 강서구 마곡서로 33,2026-03-20,B000022762,서울공진초등학교,초등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8911000,경상북도청도교육지원청,1966-01-17,사립,B554398,한국교육시설안전원,35.66249467,경상북도 청도군 이서면 서원리 321-3,128.6684614,운영,경상북도 청도군 이서면 학산1길 22,2026-03-20,B000013266,이서고등학교,고등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7132000,서울특별시동작관악교육지원청,1962-09-03,공립,B554398,한국교육시설안전원,37.50890811,서울특별시 동작구 대방동 44-3,126.9329735,운영,서울특별시 동작구 등용로8길 3,2026-03-20,B000002314,서울영화초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7569000,경기도안양과천교육지원청,2000-03-01,공립,B554398,한국교육시설안전원,37.40664855,경기도 안양시 동안구 관양동 367-2,126.9681914,운영,경기도 안양시 동안구 일동로 201,2026-03-20,B000003866,안양관악초등학교,초등학교
본교,8140000,충청남도교육청,2025-10-25,2013-11-29,8271000,충청남도예산교육지원청,1931-06-01,공립,B554398,한국교육시설안전원,36.65667977,충청남도 예산군 대술면 화천리 365,126.8960835,운영,충청남도 예산군 대술면 원농리길 12,2026-03-20,B000005883,대술초등학교,초등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9071000,경상남도통영교육지원청,1922-04-15,공립,B554398,한국교육시설안전원,34.94845464,경상남도 통영시 광도면 안정리 1035-5,128.4099257,운영,경상남도 통영시 광도면 안정로 815,2026-03-20,B000007609,벽방초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7271000,대구광역시남부교육지원청,1996-09-01,공립,B554398,한국교육시설안전원,35.8032986,대구광역시 달서구 도원동 1458,128.5357039,운영,대구광역시 달서구 도원남로 60,2026-03-20,B000002878,대구대곡초등학교,초등학교
본교,7380000,광주광역시교육청,2025-10-25,2013-11-29,7401000,광주광역시서부교육지원청,2000-03-02,공립,B554398,한국교육시설안전원,35.12235904,광주광역시 서구 풍암동 1098,126.8781231,운영,광주광역시 서구 풍암순환로 51,2026-03-20,B000008927,풍암중학교,중학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7251000,대구광역시동부교육지원청,1907-07-13,공립,B554398,한국교육시설안전원,35.87429166,대구광역시 중구 수창동 73,128.5834453,운영,대구광역시 중구 달성로22길 30,2026-03-20,B000002734,대구수창초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7781000,경기도시흥교육지원청,1995-03-03,공립,B554398,한국교육시설안전원,37.44744016,경기도 시흥시 대야동 377-70,126.784073,운영,경기도 시흥시 서해안로 1587,2026-03-20,B000009395,대흥중학교,중학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7091300,서울특별시강남서초교육지원청,1985-05-06,공립,B554398,한국교육시설안전원,37.48119739,서울특별시 강남구 개포동 655,127.0517714,운영,서울특별시 강남구 개포로 263,2026-03-20,B000002281,서울구룡초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7271000,대구광역시남부교육지원청,2003-03-03,공립,B554398,한국교육시설안전원,35.80323736,대구광역시 달서구 도원동 1459,128.536857,운영,대구광역시 달서구 도원남로 80,2026-03-20,B000012210,대곡고등학교,고등학교
본교,7430000,대전광역시교육청,2025-10-25,2013-11-29,7451000,대전광역시서부교육지원청,1963-04-20,공립,B554398,한국교육시설안전원,36.33454132,대전광역시 유성구 학하동 580-1,127.3118276,운영,대전광역시 유성구 진잠옛로 165,2026-03-20,B000003478,학하초등학교,초등학교
본교,7380000,광주광역시교육청,2025-10-25,2013-11-29,7401000,광주광역시서부교육지원청,1998-03-01,공립,B554398,한국교육시설안전원,35.15914004,광주광역시 서구 쌍촌동 1320-2,126.8579563,운영,광주광역시 서구 내방로 153,2026-03-20,B000003264,유촌초등학교,초등학교
본교,7150000,부산광역시교육청,2025-10-25,2013-11-29,7171000,부산광역시서부교육지원청,1921-10-15,공립,B554398,한국교육시설안전원,35.10597008,부산광역시 서구 부용동2가 11,129.0199211,운영,부산광역시 서구 고운들로 12,2026-03-20,B000002438,부민초등학교,초등학교
본교,8000000,충청북도교육청,2025-10-25,2013-11-29,8011000,충청북도청주교육지원청,1943-04-08,국립,B554398,한국교육시설안전원,36.62329394,충청북도 청주시 흥덕구 강내면 월곡리 230,127.3623674,운영,충청북도 청주시 흥덕구 강내면 가로수로 562,2026-03-20,B000005362,한국교원대학교부설월곡초등학교,초등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8911000,경상북도청도교육지원청,1952-05-06,공립,B554398,한국교육시설안전원,35.66745663,경상북도 청도군 매전면 동산리 233-5,128.8547025,운영,경상북도 청도군 매전면 동산길 43,2026-03-20,B000007330,동산초등학교,초등학교
본교,7801000,강원특별자치도교육청,2025-10-25,2013-11-29,7822000,강원특별자치도원주교육지원청,1980-11-26,공립,B554398,한국교육시설안전원,37.20782695,강원특별자치도 원주시 부론면 법천리 1442,127.7516585,운영,강원특별자치도 원주시 부론면 부귀로 35,2026-03-20,B000012773,원주금융회계고등학교,고등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8941000,경상북도칠곡교육지원청,2009-03-01,공립,B554398,한국교육시설안전원,36.06259352,경상북도 칠곡군 북삼읍 인평리 518-2,128.3356923,운영,경상북도 칠곡군 북삼읍 북삼로 223,2026-03-20,B000010932,인평중학교,중학교
본교,7801000,강원특별자치도교육청,2025-10-25,2013-11-29,7922000,강원특별자치도정선교육지원청,1951-09-01,공립,B554398,한국교육시설안전원,37.38045612,강원특별자치도 정선군 정선읍 북실리 765-1,128.6471346,운영,강원특별자치도 정선군 정선읍 용담샛길 2,2026-03-20,B000011564,정선정보공업고등학교,고등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7261000,대구광역시서부교육지원청,1983-09-23,공립,B554398,한국교육시설안전원,35.86357119,대구광역시 서구 중리동 100-1,128.5489381,운영,대구광역시 서구 국채보상로34길 50,2026-03-20,B000012183,경덕여자고등학교,고등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7091300,서울특별시강남서초교육지원청,1972-11-23,공립,B554398,한국교육시설안전원,37.5084232,서울특별시 강남구 논현동 168,127.0262229,운영,서울특별시 강남구 강남대로120길 33,2026-03-20,B000002289,서울논현초등학교,초등학교
본교,7801000,강원특별자치도교육청,2025-10-25,2013-11-29,7822000,강원특별자치도원주교육지원청,2005-03-01,공립,B554398,한국교육시설안전원,37.31576468,강원특별자치도 원주시 관설동 1798-1,127.9585892,운영,강원특별자치도 원주시 치악고교길 16,2026-03-20,B000012767,치악고등학교,고등학교
본교,7801000,강원특별자치도교육청,2025-10-25,2013-11-29,7932000,강원특별자치도철원교육지원청,1955-09-01,공립,B554398,한국교육시설안전원,38.19337131,강원특별자치도 철원군 동송읍 장흥리 242-3,127.2668579,운영,강원특별자치도 철원군 동송읍 태봉로 2017,2026-03-20,B000005161,장흥초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7761000,경기도안성교육지원청,1902-09-15,공립,B554398,한국교육시설안전원,37.0122701,경기도 안성시 구포동 170,127.2725354,운영,경기도 안성시 혜산로 13,2026-03-20,B000004389,안성초등학교,초등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8821000,경상북도영천교육지원청,1911-09-01,공립,B554398,한국교육시설안전원,35.9617556,경상북도 영천시 금노동 504-1,128.9314309,운영,경상북도 영천시 천문로 253,2026-03-20,B000007152,영천초등학교,초등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9022000,경상남도창원교육지원청,1949-04-26,사립,B554398,한국교육시설안전원,35.33415986,경상남도 창원시 의창구 대산면 제동리 280,128.710433,운영,경상남도 창원시 의창구 대산면 진산대로 380,2026-03-20,B000011032,창원대산중학교,중학교
본교,7310000,인천광역시교육청,2026-04-13,2013-11-29,7361000,인천광역시서부교육지원청,2026-03-01,공립,B554398,한국교육시설안전원,37.60885144,인천광역시 서구 불로동 483-6,126.6834777,운영,,2026-03-20,B000026473,인천검단호수초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7761000,경기도안성교육지원청,1927-04-10,공립,B554398,한국교육시설안전원,36.94646272,경기도 안성시 서운면 동촌리 146-2,127.2549898,운영,경기도 안성시 서운면 서운초교길 24,2026-03-20,B000004405,서운초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7031000,서울특별시서부교육지원청,1962-04-18,공립,B554398,한국교육시설안전원,37.61342945,서울특별시 은평구 불광동 272-2,126.9307187,운영,서울특별시 은평구 불광로 51,2026-03-20,B000001894,서울불광초등학교,초등학교
본교,7150000,부산광역시교육청,2025-10-25,2013-11-29,7211000,부산광역시해운대교육지원청,1957-04-16,공립,B554398,한국교육시설안전원,35.24275627,부산광역시 기장군 기장읍 죽성리 86,129.2436029,운영,부산광역시 기장군 기장읍 죽성로 270,2026-03-20,B000002722,죽성초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7261000,대구광역시서부교육지원청,1995-09-01,공립,B554398,한국교육시설안전원,35.9281013,대구광역시 북구 구암동 694-1,128.5577604,운영,대구광역시 북구 학정로 245,2026-03-20,B000002829,대구구암초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7091300,서울특별시강남서초교육지원청,1983-12-26,사립,B554398,한국교육시설안전원,37.49561749,서울특별시 강남구 대치동 1013,127.0577682,운영,서울특별시 강남구 도곡로64길 21,2026-03-20,B000012067,단국대학교사범대학부속고등학교,고등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9051000,경상남도진주교육지원청,1970-12-26,사립,B554398,한국교육시설안전원,35.16965618,경상남도 진주시 일반성면 개암리 884,128.281668,운영,경상남도 진주시 일반성면 동부로 2014-6,2026-03-20,B000013333,진주외국어고등학교,고등학교
본교,8140000,충청남도교육청,2025-10-25,2013-11-29,8222000,충청남도논산계룡교육지원청,1991-03-09,공립,B554398,한국교육시설안전원,36.29430921,충청남도 계룡시 신도안면 남선리 1278,127.2447646,운영,충청남도 계룡시 신도안면 신도안1길 32,2026-03-20,B000022925,용남고등학교,고등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8941000,경상북도칠곡교육지원청,2001-03-06,공립,B554398,한국교육시설안전원,36.07345548,경상북도 칠곡군 석적읍 중리 246,128.4150883,운영,경상북도 칠곡군 석적읍 남중리8길 13,2026-03-20,B000010931,장곡중학교,중학교
본교,9290000,제주특별자치도교육청,2025-10-25,2013-11-29,9299000,제주특별자치도서귀포시교육지원청,1946-11-08,공립,B554398,한국교육시설안전원,33.21996162,제주특별자치도 서귀포시 대정읍 하모리 778,126.2532327,운영,제주특별자치도 서귀포시 대정읍 비행장로 18,2026-03-20,B000011284,대정중학교,중학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7041000,서울특별시남부교육지원청,1991-03-01,공립,B554398,한국교육시설안전원,37.45952426,서울특별시 금천구 독산동 1089,126.8874988,운영,서울특별시 금천구 한내로 69-44,2026-03-20,B000008177,안천중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7591000,경기도광명교육지원청,1989-10-12,공립,B554398,한국교육시설안전원,37.46306043,경기도 광명시 하안동 649,126.873989,운영,경기도 광명시 안현로 16,2026-03-20,B000004263,하안초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7081300,서울특별시강서양천교육지원청,1951-10-08,사립,B554398,한국교육시설안전원,37.50921598,서울특별시 양천구 신정동 325-8,126.8601984,운영,서울특별시 양천구 목동동로2길 68,2026-03-20,B000008318,봉영여자중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7701000,경기도연천교육지원청,1962-04-02,공립,B554398,한국교육시설안전원,38.02503151,경기도 연천군 백학면 두일리 568-4,126.9082653,운영,경기도 연천군 백학면 두일로 79,2026-03-20,B000009722,백학중학교,중학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7261000,대구광역시서부교육지원청,1995-09-01,공립,B554398,한국교육시설안전원,35.93347965,대구광역시 북구 동천동 880,128.559214,운영,대구광역시 북구 동천로 20,2026-03-20,B000002854,대구북부초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7130000,서울특별시강동송파교육지원청,1975-11-01,공립,B554398,한국교육시설안전원,37.52010753,서울특별시 송파구 신천동 20-2,127.1113114,운영,서울특별시 송파구 올림픽로35길 20,2026-03-20,B000002135,서울잠실초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-12-02,7091300,서울특별시강남서초교육지원청,2014-08-28,공립,B554398,한국교육시설안전원,37.47219072,서울특별시 강남구 자곡동 642,127.0996665,운영,서울특별시 강남구 자곡로 150,2026-03-20,B000025000,서울자곡초등학교,초등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9091000,경상남도김해교육지원청,1927-05-05,공립,B554398,한국교육시설안전원,35.23723898,경상남도 김해시 외동 743,128.8552702,운영,경상남도 김해시 금관대로 1239,2026-03-20,B000011764,김해생명과학고등학교,고등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7261000,대구광역시서부교육지원청,1949-09-01,공립,B554398,한국교육시설안전원,35.91332651,대구광역시 북구 매천동 173,128.5410367,운영,대구광역시 북구 매천로 179,2026-03-20,B000002832,대구매천초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7271000,대구광역시남부교육지원청,1984-03-01,공립,B554398,한국교육시설안전원,35.83436385,대구광역시 남구 대명동 483,128.5819866,운영,대구광역시 남구 큰골4길 41,2026-03-20,B000002863,대구남명초등학교,초등학교
본교,8140000,충청남도교육청,2025-10-25,2013-11-29,8271000,충청남도예산교육지원청,1957-10-07,공립,B554398,한국교육시설안전원,36.68418744,충청남도 예산군 예산읍 주교리 250-5,126.8314072,운영,충청남도 예산군 예산읍 주교로 21,2026-03-20,B000005879,예산중앙초등학교,초등학교
본교,7150000,부산광역시교육청,2025-10-25,2013-11-29,7191000,부산광역시동래교육지원청,1984-03-01,공립,B554398,한국교육시설안전원,35.19248231,부산광역시 연제구 연산동 302-1,129.0931595,운영,부산광역시 연제구 신금로23번길 30,2026-03-20,B000002601,연신초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7031000,서울특별시서부교육지원청,1968-03-01,사립,B554398,한국교육시설안전원,37.56351064,서울특별시 마포구 연남동 369-1,126.9191663,운영,서울특별시 마포구 성미산로 111,2026-03-20,B000011331,홍익디자인고등학교,고등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9091000,경상남도김해교육지원청,1953-03-01,사립,B554398,한국교육시설안전원,35.32172162,경상남도 김해시 한림면 장방리 346,128.7996056,운영,경상남도 김해시 한림면 한림로365번길 33,2026-03-20,B000011107,한림중학교,중학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8791000,경상북도안동교육지원청,1981-03-05,사립,B554398,한국교육시설안전원,36.5787438,경상북도 안동시 안기동 312,128.7126189,운영,경상북도 안동시 석수길 53,2026-03-20,B000013199,성창여자고등학교,고등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7061000,서울특별시중부교육지원청,1906-09-23,공립,B554398,한국교육시설안전원,37.53920365,서울특별시 용산구 한남동 726-1,127.0055998,운영,서울특별시 용산구 한남대로 112,2026-03-20,B000002117,서울한남초등학교,초등학교
본교,7480000,울산광역시교육청,2025-10-25,2013-11-29,7501000,울산광역시강남교육지원청,1944-03-20,공립,B554398,한국교육시설안전원,35.35107394,울산광역시 울주군 서생면 명산리 495-1,129.2961501,운영,울산광역시 울주군 서생면 화산발리로 60,2026-03-20,B000003607,명산초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,2015-03-01,공립,B554398,한국교육시설안전원,37.6541801,경기도 남양주시 별내동 920,127.1242259,운영,경기도 남양주시 별내3로 173,2026-03-20,B000026689,별가람초등학교,초등학교
본교,8490000,전라남도교육청,2025-10-25,2013-11-29,8551000,전라남도광양교육지원청,2015-03-01,공립,B554398,한국교육시설안전원,34.95426716,전라남도 광양시 마동 1020,127.6878322,운영,전라남도 광양시 느지매기길 7,2026-03-20,B000023943,광양마동중학교,중학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7061000,서울특별시중부교육지원청,1971-10-06,공립,B554398,한국교육시설안전원,37.58146865,서울특별시 종로구 창신동 7-40,127.0146229,운영,서울특별시 종로구 낙산길 250,2026-03-20,B000002088,서울명신초등학교,초등학교
본교,7380000,광주광역시교육청,2025-10-25,2013-11-29,7401000,광주광역시서부교육지원청,2006-03-01,공립,B554398,한국교육시설안전원,35.12619291,광주광역시 광산구 도산동 659-1,126.7917518,운영,광주광역시 광산구 송정외로 6,2026-03-20,B000003334,도산초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7081300,서울특별시강서양천교육지원청,1995-05-06,공립,B554398,한국교육시설안전원,37.56019335,서울특별시 강서구 등촌동 690-4,126.8433041,운영,서울특별시 강서구 공항대로39길 39,2026-03-20,B000008319,등명중학교,중학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7091300,서울특별시강남서초교육지원청,1985-04-22,공립,B554398,한국교육시설안전원,37.5024389,서울특별시 서초구 반포동 30-8,127.0146195,운영,서울특별시 서초구 고무래로 63,2026-03-20,B000002255,서울서원초등학교,초등학교
본교,8000000,충청북도교육청,2025-10-25,2013-11-29,8011000,충청북도청주교육지원청,1968-09-30,공립,B554398,한국교육시설안전원,36.62568942,충청북도 청주시 서원구 모충동 372,127.478354,운영,충청북도 청주시 서원구 쌍샘로 49,2026-03-20,B000005276,모충초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7271000,대구광역시남부교육지원청,1970-03-05,공립,B554398,한국교육시설안전원,35.83308922,대구광역시 남구 대명동 519,128.5767451,운영,대구광역시 남구 앞산순환로 477,2026-03-20,B000008707,대명중학교,중학교
본교,7150000,부산광역시교육청,2025-10-25,2013-11-29,7181000,부산광역시남부교육지원청,1962-03-09,공립,B554398,한국교육시설안전원,35.1727095,부산광역시 부산진구 연지동 238-4,129.0521377,운영,부산광역시 부산진구 연지로 29,2026-03-20,B000002522,연지초등학교,초등학교
본교,7310000,인천광역시교육청,2025-10-25,2013-11-29,7361000,인천광역시서부교육지원청,2020-03-01,공립,B554398,한국교육시설안전원,37.53849651,인천광역시 서구 청라동 84-2,126.6262363,운영,인천광역시 서구 차오름로 64,2026-03-20,B000025754,인천경연중학교,중학교
본교,9290000,제주특별자치도교육청,2025-10-25,2013-11-29,9296000,제주특별자치도제주시교육지원청,1923-09-04,공립,B554398,한국교육시설안전원,33.46548949,제주특별자치도 제주시 애월읍 애월리 1736,126.3224061,운영,제주특별자치도 제주시 애월읍 애월로 139-10,2026-03-20,B000008006,애월초등학교,초등학교
본교,9290000,제주특별자치도교육청,2025-10-25,2013-11-29,9299000,제주특별자치도서귀포시교육지원청,1947-03-02,공립,B554398,한국교육시설안전원,33.28622541,제주특별자치도 서귀포시 남원읍 태흥리 970-3,126.7434137,운영,제주특별자치도 서귀포시 남원읍 태위로 915,2026-03-20,B000008071,태흥초등학교,초등학교
본교,7310000,인천광역시교육청,2025-10-25,2013-11-29,7361000,인천광역시서부교육지원청,2011-03-01,공립,B554398,한국교육시설안전원,37.53783941,인천광역시 서구 청라동 125-4,126.653874,운영,인천광역시 서구 청라라임로 112,2026-03-20,B000008872,인천청라중학교,중학교
본교,7310000,인천광역시교육청,2025-10-25,2013-11-29,7331000,인천광역시북부교육지원청,1940-04-06,공립,B554398,한국교육시설안전원,37.49951398,인천광역시 부평구 부평동 440-1,126.7244083,운영,인천광역시 부평구 부평대로88번길 19,2026-03-20,B000003029,인천부평동초등학교,초등학교
본교,7380000,광주광역시교육청,2025-10-25,2013-11-29,7401000,광주광역시서부교육지원청,1932-06-01,공립,B554398,한국교육시설안전원,35.09810123,광주광역시 광산구 하산동 141,126.7735415,운영,광주광역시 광산구 동곡로 151-17,2026-03-20,B000003333,동곡초등학교,초등학교
본교,7801000,강원특별자치도교육청,2025-10-25,2013-11-29,7812000,강원특별자치도춘천교육지원청,1970-03-10,공립,B554398,한국교육시설안전원,37.75022835,강원특별자치도 춘천시 동산면 조양리 703-1,127.7909631,운영,강원특별자치도 춘천시 동산면 영서로 461-22,2026-03-20,B000009736,동산중학교,중학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8791000,경상북도안동교육지원청,1954-05-14,사립,B554398,한국교육시설안전원,36.56850446,경상북도 안동시 금곡동 124-17,128.7204749,운영,경상북도 안동시 제비원로 182,2026-03-20,B000013196,경안고등학교,고등학교
본교,8140000,충청남도교육청,2025-10-25,2013-11-29,8281000,충청남도태안교육지원청,1932-06-11,공립,B554398,한국교육시설안전원,36.8262041,충청남도 태안군 원북면 반계리 222,126.2585619,운영,충청남도 태안군 원북면 원이로 849-3,2026-03-20,B000005908,원북초등학교,초등학교
본교,7480000,울산광역시교육청,2025-10-25,2013-11-29,7491000,울산광역시강북교육지원청,2003-03-05,공립,B554398,한국교육시설안전원,35.55882497,울산광역시 중구 태화동 196,129.299591,운영,울산광역시 중구 유곡로 85,2026-03-20,B000009077,유곡중학교,중학교
본교,8000000,충청북도교육청,2025-10-25,2013-11-29,8051000,충청북도보은교육지원청,1976-03-06,사립,B554398,한국교육시설안전원,36.47530948,충청북도 보은군 보은읍 죽전리 61,127.7205512,운영,충청북도 보은군 보은읍 보은로 17,2026-03-20,B000012878,보은고등학교,고등학교
본교,8000000,충청북도교육청,2025-10-25,2013-11-29,8011000,충청북도청주교육지원청,1921-05-11,공립,B554398,한국교육시설안전원,36.5779265,충청북도 청주시 상당구 가덕면 병암리 125,127.5784827,운영,충청북도 청주시 상당구 가덕면 단재로 1448,2026-03-20,B000005372,가덕초등학교,초등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8911000,경상북도청도교육지원청,1952-03-01,사립,B554398,한국교육시설안전원,35.66249467,경상북도 청도군 이서면 서원리 321-3,128.6684614,운영,경상북도 청도군 이서면 학산1길 22,2026-03-20,B000010913,이서중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7591000,경기도광명교육지원청,1997-03-05,공립,B554398,한국교육시설안전원,37.43295996,경기도 광명시 소하동 991-1,126.8845281,운영,경기도 광명시 오리로348번길 62,2026-03-20,B000013549,충현고등학교,고등학교
본교,9300000,세종특별자치시교육청,2025-10-25,2013-11-29,9300000,세종특별자치시교육청,1926-10-06,공립,B554398,한국교육시설안전원,36.6113263,세종특별자치시 조치원읍 서창리 30-2,127.298987,운영,세종특별자치시 조치원읍 조치원중고길 10,2026-03-20,B000023263,세종고등학교,고등학교
